,GeneID,Chromosome,Start,End,Strand,RT_ESC_RANK_median,probe_dist,FamilyAge,GeneAge,BirthType,GeneAge_GROUPED
ENSG00000163596,ENSG00000163596,2,203640690,203736708,-1,0.161203744866837,386,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163599,ENSG00000163599,2,204732509,204738683,1,0.640974214950508,120,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163600,ENSG00000163600,2,204801471,204826300,1,0.650788345540665,180.5,Amniota,Amniota,Singleton,Middle
ENSG00000163602,ENSG00000163602,3,72420976,72496069,-1,0.431577722686856,18.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163605,ENSG00000163605,3,73045936,73118350,1,0.263877060377604,204,Bilateria,Bilateria,Singleton,Old
ENSG00000163606,ENSG00000163606,3,112640056,112693969,-1,0.410687479500888,291.5,Sarcopterygii,Simiiformes,Duplicate,Recent
ENSG00000163607,ENSG00000163607,3,112709765,112733907,1,0.423721792180985,53,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000163608,ENSG00000163608,3,112721287,112738708,-1,0.426108594291752,79.5,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000163611,ENSG00000163611,3,113161565,113234034,-1,0.384393103693934,221.5,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000163617,ENSG00000163617,3,113682984,113775460,-1,0.293872841434829,421,Bilateria,Bilateria,Singleton,Old
ENSG00000163618,ENSG00000163618,3,62384022,62861054,-1,0.0765208432889435,412,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163623,ENSG00000163623,4,85413140,85419603,-1,0.122000306243434,74.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163624,ENSG00000163624,4,85504132,85572491,1,0.202656129795404,253.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000163625,ENSG00000163625,4,85590704,85887544,-1,0.307406418806862,122,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000163626,ENSG00000163626,4,73921797,73935472,-1,0.471624602912828,687.5,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000163629,ENSG00000163629,4,87515468,87736324,1,0.159318751766567,143,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163630,ENSG00000163630,3,63213991,63602597,1,0.292042782485281,606,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163631,ENSG00000163631,4,74262831,74287129,1,0.509455959927445,529,Euteleostomi,Tetrapoda,Duplicate,Middle
ENSG00000163632,ENSG00000163632,3,63805038,63834312,1,0.309236593407255,139,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000163633,ENSG00000163633,4,87797358,87857354,-1,0.216958900928398,70,Mammalia,Mammalia,Singleton,Middle
ENSG00000163634,ENSG00000163634,3,63819546,63849579,-1,0.303126874989303,1031.5,Bilateria,Bilateria,Singleton,Old
ENSG00000163635,ENSG00000163635,3,63850233,63989138,1,0.225694471750894,28.5,Chordata,Euteleostomi,Duplicate,Old
ENSG00000163636,ENSG00000163636,3,63996225,64009658,-1,0.149165185950365,490.5,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000163637,ENSG00000163637,3,64079543,64431152,-1,0.297414879822583,486.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163638,ENSG00000163638,3,64501333,64673676,-1,0.414108431455364,607.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163644,ENSG00000163644,4,89178772,89205921,-1,0.100279227396852,114.5,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000163645,ENSG00000163645,3,150377672,150421758,-1,0.197765024316747,331,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163655,ENSG00000163655,3,155588325,155661815,1,0.170688270552659,473,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000163659,ENSG00000163659,3,156391024,156424559,1,0.658849671944817,715.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163660,ENSG00000163660,3,156864297,156878549,-1,0.455571571912389,322,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000163661,ENSG00000163661,3,157154578,157161417,1,0.563964515545555,182.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163666,ENSG00000163666,3,57231944,57260549,-1,0.148688126220406,264.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000163673,ENSG00000163673,3,36753913,36781352,-1,0.40575462406768,64.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000163681,ENSG00000163681,3,57741177,57914895,1,0.0681015775237674,379,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163682,ENSG00000163682,4,39455744,39460568,-1,0.0882846158009584,366,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000163683,ENSG00000163683,4,39547950,39640710,-1,0.0768142494792242,1407,Bilateria,Bilateria,Singleton,Old
ENSG00000163684,ENSG00000163684,3,58291974,58310422,1,0.109089277362642,178,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000163686,ENSG00000163686,3,58223233,58281420,1,0.0692043083177475,34.5,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000163687,ENSG00000163687,3,58177984,58200424,-1,0.0464629577286915,194,Chordata,Euteleostomi,Duplicate,Old
ENSG00000163689,ENSG00000163689,3,58703092,59035810,-1,0.567794640184782,319,Chordata,Chordata,Singleton,Old
ENSG00000163694,ENSG00000163694,4,40425272,40632892,-1,0.0438934272849947,614,Bilateria,Chordata,Duplicate,Old
ENSG00000163697,ENSG00000163697,4,40812044,41218731,-1,0.059285629364952,409.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163701,ENSG00000163701,3,9944296,9958086,1,0.0343949078470948,251,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163702,ENSG00000163702,3,9958758,9975314,1,0.0348013049115988,277,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000163703,ENSG00000163703,3,9975506,9987097,1,0.0370746535447677,1313.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163704,ENSG00000163704,3,9987226,9994078,-1,0.0392421816560184,7,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000163710,ENSG00000163710,3,142534764,142608045,-1,0.174747615163953,31.5,Chordata,Euteleostomi,Duplicate,Old
ENSG00000163714,ENSG00000163714,3,142683339,142779567,1,0.254852593747731,378,Bilateria,Bilateria,Singleton,Old
ENSG00000163719,ENSG00000163719,3,9691117,9744077,1,0.0163009864091755,304,Bilateria,Bilateria,Singleton,Old
ENSG00000163728,ENSG00000163728,3,180319918,180335616,1,0.663274820174503,47,Bilateria,Bilateria,Singleton,Old
ENSG00000163734,ENSG00000163734,4,74902306,74904524,-1,0.410032433122587,2,Euteleostomi,Hominoidea,Duplicate,Recent
ENSG00000163735,ENSG00000163735,4,74861359,74864496,-1,0.412103855382783,14.5,Euteleostomi,Simiiformes,Duplicate,Recent
ENSG00000163736,ENSG00000163736,4,74852755,74853914,-1,0.412546335510499,74.5,Euteleostomi,Eutheria,Duplicate,Middle
ENSG00000163737,ENSG00000163737,4,74846794,74847841,-1,0.412870736126872,727.5,Euteleostomi,Catarrhini,Duplicate,Recent
ENSG00000163738,ENSG00000163738,4,74979891,75168816,1,0.515241624681555,300.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000163739,ENSG00000163739,4,74735110,74736959,1,0.461722346379828,310.5,Euteleostomi,Hominoidea,Duplicate,Recent
ENSG00000163743,ENSG00000163743,4,76404247,76439974,-1,0.211971573947843,439.5,Bilateria,Bilateria,Singleton,Old
ENSG00000163746,ENSG00000163746,3,146109208,146213778,-1,0.464677688037863,634,Bilateria,Simiiformes,Duplicate,Recent
ENSG00000163749,ENSG00000163749,4,77234154,77343021,-1,0.176064762622017,103.5,Chordata,Chordata,Singleton,Old
ENSG00000163751,ENSG00000163751,3,148583043,148614983,1,0.362644962549944,262,Fungi-Metazoa_group,Sarcopterygii,Duplicate,Old
ENSG00000163754,ENSG00000163754,3,148709128,148745419,1,0.14033073365657,402.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000163755,ENSG00000163755,3,148847371,148891519,1,0.10865836231929,194,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000163762,ENSG00000163762,3,149036285,149052201,-1,0.0792171270572553,307,Euteleostomi,Tetrapoda,Duplicate,Middle
ENSG00000163781,ENSG00000163781,3,133317019,133380737,-1,0.453814141692638,560,Bilateria,Bilateria,Duplicate,Old
ENSG00000163785,ENSG00000163785,3,133784147,133969689,-1,0.138347090386685,103,Bilateria,Bilateria,Duplicate,Old
ENSG00000163788,ENSG00000163788,3,43328004,43466256,1,0.374539651816944,1415,Bilateria,Bilateria,Duplicate,Old
ENSG00000163792,ENSG00000163792,2,27371872,27376378,1,0.06565799084878,574,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163793,ENSG00000163793,2,27498289,27504367,1,0.0461088348455067,580,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163794,ENSG00000163794,2,27530268,27531313,-1,0.0616442126698737,507.5,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000163798,ENSG00000163798,2,27886338,27917840,1,0.213279816290948,88,Bilateria,Bilateria,Duplicate,Old
ENSG00000163803,ENSG00000163803,2,28680012,28866654,1,0.512389906179409,530,Bilateria,Bilateria,Singleton,Old
ENSG00000163806,ENSG00000163806,2,29005383,29073477,1,0.392847874268104,681,Chordata,Euteleostomi,Duplicate,Old
ENSG00000163807,ENSG00000163807,3,44779153,44803154,-1,0.35260068678097,685.5,Bilateria,Bilateria,Singleton,Old
ENSG00000163808,ENSG00000163808,3,44803209,44914868,1,0.293764707896038,2118.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000163810,ENSG00000163810,3,44916100,44956482,1,0.197128944676799,142,Bilateria,Chordata,Duplicate,Old
ENSG00000163811,ENSG00000163811,2,29117509,29171088,1,0.432794138260121,166.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000163812,ENSG00000163812,3,44956749,45017677,-1,0.16443005645149,210,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163814,ENSG00000163814,3,45123770,45187914,-1,0.162800536064791,498,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000163815,ENSG00000163815,3,45043040,45077563,1,0.145386294634865,71.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163817,ENSG00000163817,3,45796942,45838027,-1,0.174494455467255,638.5,Chordata,Euteleostomi,Duplicate,Old
ENSG00000163818,ENSG00000163818,3,45864808,45957534,-1,0.239843080309333,415,Chordata,Chordata,Singleton,Old
ENSG00000163820,ENSG00000163820,3,45959396,46037316,-1,0.323552664387265,312,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163823,ENSG00000163823,3,46243200,46249887,-1,0.47962821954601,259.5,Amniota,Mammalia,Duplicate,Middle
ENSG00000163825,ENSG00000163825,3,46538981,46542439,1,0.112625880160745,295,Euteleostomi,Eutheria,Duplicate,Middle
ENSG00000163827,ENSG00000163827,3,46556913,46621589,-1,0.118691766908963,789,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163832,ENSG00000163832,3,47537130,47555251,-1,0.0703633610725737,618.5,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000163833,ENSG00000163833,3,121311966,121349139,1,0.232095052040567,828.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163840,ENSG00000163840,3,122283085,122294050,1,0.146895191191662,737.5,Bilateria,Chordata,Duplicate,Old
ENSG00000163848,ENSG00000163848,3,124944405,125094198,-1,0.0607142642362719,359.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163864,ENSG00000163864,3,139279022,139396859,-1,0.476331129645058,73.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000163867,ENSG00000163867,1,35449523,35497569,-1,0.115155395412547,43,Bilateria,HomoSapiens,Duplicate,Recent
ENSG00000163870,ENSG00000163870,3,127291912,127317094,-1,0.535031565741259,378,Bilateria,Bilateria,Singleton,Old
ENSG00000163872,ENSG00000163872,3,183415606,183530413,1,0.198160318900262,396.5,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000163873,ENSG00000163873,1,37261128,37499730,-1,0.647790213070488,259,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163874,ENSG00000163874,1,37940153,37949980,1,0.271278945671397,194.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163875,ENSG00000163875,1,37958176,37980375,-1,0.259594047034735,768.5,Bilateria,Bilateria,Singleton,Old
ENSG00000163877,ENSG00000163877,1,38000050,38019903,-1,0.241958449890109,260.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000163879,ENSG00000163879,1,38022520,38032458,1,0.232006232192661,306,Bilateria,Bilateria,Singleton,Old
ENSG00000163882,ENSG00000163882,3,184079506,184086384,1,0.190853267298244,295,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000163884,ENSG00000163884,3,126061478,126076285,-1,0.490201829226264,390.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000163885,ENSG00000163885,3,126113782,126155399,1,0.468039195458715,250.5,Chordata,Chordata,Duplicate,Old
ENSG00000163888,ENSG00000163888,3,183977001,183979251,-1,0.18989359659783,2126,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163898,ENSG00000163898,3,185224050,185270401,-1,0.135807744813176,680.5,Bilateria,Tetrapoda,Duplicate,Middle
ENSG00000163900,ENSG00000163900,3,185194284,185216845,-1,0.14279895396125,49.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000163902,ENSG00000163902,3,128338817,128399918,-1,0.0989875231243861,552.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000163904,ENSG00000163904,3,185300284,185351339,1,0.133675027605857,6.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000163909,ENSG00000163909,1,40089825,40105617,-1,0.102757624975772,116,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163913,ENSG00000163913,3,129158968,129239198,1,0.0270978022176281,9,Bilateria,Bilateria,Singleton,Old
ENSG00000163914,ENSG00000163914,3,129247483,129254012,1,0.063293625001677,94.5,Chordata,Euteleostomi,Duplicate,Old
ENSG00000163918,ENSG00000163918,3,186507669,186524847,-1,0.065186251057627,98,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000163923,ENSG00000163923,3,186838736,186898696,-1,0.100730034385309,3947,Fungi-Metazoa_group,Eutheria,Duplicate,Middle
ENSG00000163930,ENSG00000163930,3,52435029,52444366,-1,0.0537797240015747,1008.5,Bilateria,Bilateria,Duplicate,Old
ENSG00000163931,ENSG00000163931,3,53258723,53290068,-1,0.143275898040366,259.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000163932,ENSG00000163932,3,53190025,53226733,1,0.0282263231497368,389,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163935,ENSG00000163935,3,52937588,53080766,-1,0.0482619066013039,663,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163938,ENSG00000163938,3,52715172,52728508,1,0.116675394450332,578,Fungi-Metazoa_group,Chordata,Duplicate,Old
ENSG00000163939,ENSG00000163939,3,52579368,52719933,-1,0.0977869517166982,205.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000163945,ENSG00000163945,4,1341054,1381837,1,0.466524863312268,224.5,Bilateria,Bilateria,Singleton,Old
ENSG00000163946,ENSG00000163946,3,56654161,56717265,-1,0.165039305095715,271,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163947,ENSG00000163947,3,56761446,57113357,-1,0.108566882501981,106.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000163950,ENSG00000163950,4,1694527,1714282,-1,0.234077538802014,411.5,Bilateria,Bilateria,Singleton,Old
ENSG00000163956,ENSG00000163956,4,3508103,3534286,-1,0.36332313909697,292.5,Bilateria,Bilateria,Singleton,Old
ENSG00000163958,ENSG00000163958,3,195924320,195938308,-1,0.0540171551835402,119,Bilateria,Bilateria,Duplicate,Old
ENSG00000163959,ENSG00000163959,3,195938358,195970049,1,0.0482755534008518,162.5,Chordata,Chordata,Singleton,Old
ENSG00000163960,ENSG00000163960,3,196074533,196159345,-1,0.0514930755213887,741,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000163961,ENSG00000163961,3,196195654,196230639,-1,0.0422706146472256,301.5,Chordata,Chordata,Singleton,Old
ENSG00000163964,ENSG00000163964,3,196366646,196462878,1,0.0587639284093522,430,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000163975,ENSG00000163975,3,196715492,196756687,-1,0.15630627859178,267.5,Bilateria,Chordata,Duplicate,Old
ENSG00000163982,ENSG00000163982,4,4190530,4228616,-1,0.275712883365199,596,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163993,ENSG00000163993,4,6694796,6698897,1,0.285028443168482,683.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000163995,ENSG00000163995,4,7967039,8160559,-1,0.245467990390802,779,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000164002,ENSG00000164002,1,40974413,40982228,1,0.236834192310699,315.5,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000164007,ENSG00000164007,1,43198764,43205925,-1,0.0743348110427126,380.5,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000164008,ENSG00000164008,1,43232940,43263968,1,0.0262771438312534,403,Bilateria,Bilateria,Singleton,Old
ENSG00000164010,ENSG00000164010,1,43282795,43310660,1,0.0174632773876232,15.5,Euteleostomi,Mammalia,Duplicate,Middle
ENSG00000164011,ENSG00000164011,1,43312280,43318148,1,0.0210422083944934,69,Tetrapoda,Mammalia,Duplicate,Middle
ENSG00000164022,ENSG00000164022,4,107236701,107270383,1,0.697412520545373,676,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000164023,ENSG00000164023,4,108745719,108836203,1,0.45436556491505,472,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000164024,ENSG00000164024,4,99916771,99983964,1,0.454458316891639,213.5,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000164031,ENSG00000164031,4,100817405,100867883,-1,0.652465398424096,252,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000164032,ENSG00000164032,4,100869243,100871545,-1,0.674763690631218,410,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000164035,ENSG00000164035,4,101316498,101801283,-1,0.790872858551154,767.5,Amniota,Amniota,Singleton,Middle
ENSG00000164037,ENSG00000164037,4,103806205,103940896,-1,0.394190811864296,797.5,Bilateria,HomoPanGorilla,Duplicate,Recent
ENSG00000164038,ENSG00000164038,4,103941025,104006986,-1,0.332589158704877,323.5,Bilateria,Mammalia,Duplicate,Middle
ENSG00000164039,ENSG00000164039,4,104000592,104021040,-1,0.366975277087856,543,Bilateria,Bilateria,Duplicate,Old
ENSG00000164040,ENSG00000164040,4,129190397,129209984,-1,0.176289587862028,370.5,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000164045,ENSG00000164045,3,48198636,48229892,-1,0.0460382878308944,464,Fungi-Metazoa_group,Tetrapoda,Duplicate,Middle
ENSG00000164047,ENSG00000164047,3,48264837,48266981,1,0.0187921055808934,581,Euteleostomi,Euteleostomi,Singleton,Old
ENSG00000164049,ENSG00000164049,3,48413709,48442666,1,0.0129346216528911,68.5,Euteleostomi,Eutheria,Duplicate,Middle
ENSG00000164050,ENSG00000164050,3,48445261,48471594,-1,0.0245588035966487,267.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000164051,ENSG00000164051,3,48473574,48481866,-1,0.032194303594567,464,Bilateria,Bilateria,Singleton,Old
ENSG00000164053,ENSG00000164053,3,48488114,48507115,1,0.0440821694617934,1207.5,Chordata,Chordata,Singleton,Old
ENSG00000164054,ENSG00000164054,3,48509197,48542259,-1,0.0595878250193484,1413,Sarcopterygii,Sarcopterygii,Singleton,Old
ENSG00000164056,ENSG00000164056,4,124317950,124324910,1,0.277411216003856,74,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000164061,ENSG00000164061,3,49591922,49708978,1,0.0148354589187386,1107,Euteleostomi,Euteleostomi,Duplicate,Old
ENSG00000164062,ENSG00000164062,3,49711435,49721396,1,0.0299007160637634,502.5,Bilateria,Bilateria,Singleton,Old
ENSG00000164066,ENSG00000164066,4,128544426,128647892,1,0.322892760673532,274,Bilateria,Bilateria,Singleton,Old
ENSG00000164068,ENSG00000164068,3,49726932,49758962,1,0.0336756752505807,123,Bilateria,Bilateria,Duplicate,Old
ENSG00000164070,ENSG00000164070,4,128702976,128761888,1,0.225966945138478,438,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000164073,ENSG00000164073,4,128838960,128887150,-1,0.248401589690236,116,Bilateria,Bilateria,Singleton,Old
ENSG00000164074,ENSG00000164074,4,128886461,128960866,1,0.265656232955957,2805.5,Bilateria,Bilateria,Singleton,Old
ENSG00000164076,ENSG00000164076,3,49895421,49907655,-1,0.0421527664375701,12,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000164077,ENSG00000164077,3,49946302,49967606,-1,0.0560498344111221,141,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000164078,ENSG00000164078,3,49924435,49941299,-1,0.0484893918107175,179,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000164080,ENSG00000164080,3,51575160,51702683,1,0.15755345728945,491.5,Fungi-Metazoa_group,Bilateria,Duplicate,Old
ENSG00000164081,ENSG00000164081,3,51696709,51738339,1,0.222452547302352,112,Chordata,Chordata,Singleton,Old
ENSG00000164082,ENSG00000164082,3,51741086,51752629,1,0.240218135995215,308.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000164086,ENSG00000164086,3,52082935,52090566,-1,0.0916301634053898,1116.5,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000164087,ENSG00000164087,3,52109269,52188706,-1,0.0406325360980978,84.5,Bilateria,Chordata,Duplicate,Old
ENSG00000164088,ENSG00000164088,3,52279841,52284613,1,0.106591103489464,595,Bilateria,Euteleostomi,Duplicate,Old
ENSG00000164089,ENSG00000164089,4,109663196,109684210,-1,0.380270613722018,104,Fungi-Metazoa_group,Euteleostomi,Duplicate,Old
ENSG00000164091,ENSG00000164091,3,52288437,52322036,-1,0.0951833042741313,396.5,Fungi-Metazoa_group,FungiMetazoa,Singleton,Old
ENSG00000164093,ENSG00000164093,4,111538579,111563279,-1,0.44592767936405,121,Bilateria,Euteleostomi,Duplicate,Old
